0;0;30;30
2340;0;30;30
2370;0;30;30
2400;0;30;30
2430;0;30;30
2460;0;30;30
2700;0;30;30
2730;0;30;30
2760;0;30;30
2790;0;30;30
2820;0;30;30
2850;0;30;30
2880;0;30;30
2910;0;30;30
2940;0;30;30
2970;0;30;30
3000;0;30;30
3030;0;30;30
3060;0;30;30
3090;0;30;30
3120;0;30;30
3150;0;30;30
3180;0;30;30
3210;0;30;30
3240;0;30;30
3270;0;30;30
3300;0;30;30
3330;0;30;30
3360;0;30;30
3390;0;30;30
3420;0;30;30
3450;0;30;30
3480;0;30;30
3510;0;30;30
3540;0;30;30
3570;0;30;30
3600;0;30;30
3630;0;30;30
3660;0;30;30
3690;0;30;30
3720;0;30;30
3750;0;30;30
3780;0;30;30
3810;0;30;30
3840;0;30;30
3870;0;30;30
3900;0;30;30
3930;0;30;30
3960;0;30;30
3990;0;30;30
4020;0;30;30
4050;0;30;30
4080;0;30;30
4110;0;30;30
4140;0;30;30
4170;0;30;30
4200;0;30;30
4230;0;30;30
4260;0;30;30
4290;0;30;30
4320;0;30;30
4350;0;30;30
4380;0;30;30
4410;0;30;30
4440;0;30;30
4470;0;30;30
4500;0;30;30
4530;0;30;30
4560;0;30;30
4590;0;30;30
4620;0;30;30
4650;0;30;30
4680;0;30;30
4710;0;30;30
4740;0;30;30
4770;0;30;30
4800;0;30;30
4830;0;30;30
4860;0;30;30
4890;0;30;30
4920;0;30;30
4950;0;30;30
4980;0;30;30
5010;0;30;30
5040;0;30;30
5070;0;30;30
5100;0;30;30
5130;0;30;30
5160;0;30;30
5190;0;30;30
5220;0;30;30
5250;0;30;30
5280;0;30;30
5310;0;30;30
5340;0;30;30
5370;0;30;30
5400;0;30;30
5430;0;30;30
5460;0;30;30
5490;0;30;30
5520;0;30;30
5550;0;30;30
5580;0;30;30
5610;0;30;30
5640;0;30;30
5670;0;30;30
5700;0;30;30
5730;0;30;30
5760;0;30;30
5790;0;30;30
5820;0;30;30
5850;0;30;30
5880;0;30;30
5910;0;30;30
5940;0;30;30
5970;0;30;30
2370;30;30;30
2400;30;30;30
2430;30;30;30
2730;30;30;30
2760;30;30;30
2790;30;30;30
2820;30;30;30
2850;30;30;30
2880;30;30;30
2910;30;30;30
2940;30;30;30
2970;30;30;30
3000;30;30;30
3030;30;30;30
3060;30;30;30
3090;30;30;30
3120;30;30;30
3150;30;30;30
3180;30;30;30
3210;30;30;30
3240;30;30;30
3270;30;30;30
3300;30;30;30
3330;30;30;30
3360;30;30;30
3390;30;30;30
3420;30;30;30
3450;30;30;30
3480;30;30;30
3510;30;30;30
3540;30;30;30
3570;30;30;30
3600;30;30;30
3630;30;30;30
3660;30;30;30
3690;30;30;30
3720;30;30;30
3750;30;30;30
3780;30;30;30
3810;30;30;30
3840;30;30;30
3870;30;30;30
3900;30;30;30
3930;30;30;30
3960;30;30;30
3990;30;30;30
4020;30;30;30
4050;30;30;30
4080;30;30;30
4110;30;30;30
4140;30;30;30
4170;30;30;30
4200;30;30;30
4230;30;30;30
4260;30;30;30
4290;30;30;30
4320;30;30;30
4350;30;30;30
4380;30;30;30
4410;30;30;30
4440;30;30;30
4470;30;30;30
4500;30;30;30
4530;30;30;30
4560;30;30;30
4590;30;30;30
4620;30;30;30
4650;30;30;30
4680;30;30;30
4710;30;30;30
4740;30;30;30
4770;30;30;30
4800;30;30;30
4830;30;30;30
4860;30;30;30
4890;30;30;30
4920;30;30;30
4950;30;30;30
4980;30;30;30
5010;30;30;30
5040;30;30;30
5070;30;30;30
5100;30;30;30
5130;30;30;30
5160;30;30;30
5190;30;30;30
5220;30;30;30
5250;30;30;30
5280;30;30;30
5310;30;30;30
5340;30;30;30
5370;30;30;30
5400;30;30;30
5430;30;30;30
5460;30;30;30
5490;30;30;30
5520;30;30;30
5550;30;30;30
5580;30;30;30
5610;30;30;30
5640;30;30;30
5670;30;30;30
5700;30;30;30
5730;30;30;30
5760;30;30;30
5790;30;30;30
5820;30;30;30
5850;30;30;30
5880;30;30;30
5910;30;30;30
5940;30;30;30
5970;30;30;30
2730;60;30;30
2760;60;30;30
2790;60;30;30
2820;60;30;30
2850;60;30;30
2880;60;30;30
2910;60;30;30
2940;60;30;30
2970;60;30;30
3000;60;30;30
3030;60;30;30
3060;60;30;30
3090;60;30;30
3120;60;30;30
3150;60;30;30
3180;60;30;30
3210;60;30;30
3240;60;30;30
3270;60;30;30
3300;60;30;30
3330;60;30;30
3360;60;30;30
3390;60;30;30
3420;60;30;30
3450;60;30;30
3480;60;30;30
3510;60;30;30
3540;60;30;30
3570;60;30;30
3600;60;30;30
3630;60;30;30
3660;60;30;30
3690;60;30;30
3720;60;30;30
3750;60;30;30
3780;60;30;30
3810;60;30;30
3840;60;30;30
3870;60;30;30
3900;60;30;30
3930;60;30;30
3960;60;30;30
3990;60;30;30
4020;60;30;30
4050;60;30;30
4080;60;30;30
4110;60;30;30
4140;60;30;30
4170;60;30;30
4200;60;30;30
4230;60;30;30
4260;60;30;30
4290;60;30;30
4320;60;30;30
4350;60;30;30
4380;60;30;30
4410;60;30;30
4440;60;30;30
4470;60;30;30
4500;60;30;30
4530;60;30;30
4560;60;30;30
4590;60;30;30
4620;60;30;30
4650;60;30;30
4680;60;30;30
4710;60;30;30
4740;60;30;30
4770;60;30;30
4800;60;30;30
4830;60;30;30
4860;60;30;30
4890;60;30;30
4920;60;30;30
4950;60;30;30
4980;60;30;30
5010;60;30;30
5040;60;30;30
5070;60;30;30
5100;60;30;30
5130;60;30;30
5160;60;30;30
5190;60;30;30
5220;60;30;30
5250;60;30;30
5280;60;30;30
5310;60;30;30
5340;60;30;30
5370;60;30;30
5400;60;30;30
5430;60;30;30
5460;60;30;30
5490;60;30;30
5520;60;30;30
5550;60;30;30
5580;60;30;30
5610;60;30;30
5640;60;30;30
5670;60;30;30
5700;60;30;30
5730;60;30;30
5760;60;30;30
5790;60;30;30
5820;60;30;30
5850;60;30;30
5880;60;30;30
5910;60;30;30
5940;60;30;30
5970;60;30;30
2730;90;30;30
2760;90;30;30
2790;90;30;30
2820;90;30;30
2850;90;30;30
2880;90;30;30
2910;90;30;30
2940;90;30;30
2970;90;30;30
3000;90;30;30
3030;90;30;30
3060;90;30;30
3090;90;30;30
3120;90;30;30
3150;90;30;30
3180;90;30;30
3210;90;30;30
3240;90;30;30
3270;90;30;30
3300;90;30;30
3330;90;30;30
3360;90;30;30
3390;90;30;30
3420;90;30;30
3450;90;30;30
3480;90;30;30
3510;90;30;30
3540;90;30;30
3570;90;30;30
3600;90;30;30
3630;90;30;30
3660;90;30;30
3690;90;30;30
3720;90;30;30
3750;90;30;30
3780;90;30;30
3810;90;30;30
3840;90;30;30
3870;90;30;30
3900;90;30;30
